,escola,postal_code,district,neighborhood,tipus,no2_corregit,no2_2017,census_track,renta,poblacio
464,Escola Coves d'en Cimany (Horta-Guinardó),8032,Horta-Guinardó,el Carmel,tràfic,38,37,7060,10803,1840
465,Escola Coves d'en Cimany (Horta-Guinardó),8032,Horta-Guinardó,el Carmel,tràfic,36,35,7060,10803,1840
466,Escola Coves d'en Cimany (Horta-Guinardó),8035,Horta-Guinardó,la Teixonera,tràfic,38,37,7083,11990,1254
467,Escola Coves d'en Cimany (Horta-Guinardó),8035,Horta-Guinardó,la Teixonera,tràfic,35,34,7083,11990,1254
468,Escola Coves d'en Cimany (Horta-Guinardó),8035,Horta-Guinardó,la Teixonera,tràfic,45,43,7083,11990,1254
469,Escola Coves d'en Cimany (Horta-Guinardó),8032,Horta-Guinardó,la Teixonera,tràfic,41,39,7082,11609,1268
470,Escola Coves d'en Cimany (Horta-Guinardó),8032,Horta-Guinardó,el Carmel,tràfic,39,38,7063,10388,1442
471,Escola Coves d'en Cimany (Horta-Guinardó),8032,Horta-Guinardó,el Carmel,tràfic,52,50,7074,11436,1687
472,Escola Coves d'en Cimany (Horta-Guinardó),8032,Horta-Guinardó,el Carmel,tràfic,39,38,7063,10388,1442
473,Escola Coves d'en Cimany (Horta-Guinardó),8032,Horta-Guinardó,el Carmel,pati,31,30,7061,11669,1221
474,Escola Coves d'en Cimany (Horta-Guinardó),8032,Horta-Guinardó,el Carmel,aula,27,26,7061,11669,1221
475,Escola Coves d'en Cimany (Horta-Guinardó),8032,Horta-Guinardó,el Carmel,tràfic,53,51,7061,11669,1221
476,Escola Coves d'en Cimany (Horta-Guinardó),8032,Horta-Guinardó,el Carmel,fons,47,45,7061,11669,1221
477,Escola Coves d'en Cimany (Horta-Guinardó),8023,Gràcia,el Carmel,fons,39,38,6017,13526,1331
478,Escola Coves d'en Cimany (Horta-Guinardó),8023,Horta-Guinardó,el Carmel,tràfic,33,32,7061,11669,1221
479,Escola Coves d'en Cimany (Horta-Guinardó),8023,Gràcia,el Coll,fons,34,33,6017,13526,1331
480,Escola Coves d'en Cimany (Horta-Guinardó),8023,Gràcia,el Coll,tràfic,56,54,6016,13038,1613
481,Escola Coves d'en Cimany (Horta-Guinardó),8032,Horta-Guinardó,el Carmel,tràfic,46,44,7062,12351,1290
482,Escola Coves d'en Cimany (Horta-Guinardó),8032,Horta-Guinardó,el Carmel,fons,38,37,7062,12351,1290
483,Escola Coves d'en Cimany (Horta-Guinardó),8032,Horta-Guinardó,el Carmel,tràfic,42,40,7062,12351,1290
484,Escola Coves d'en Cimany (Horta-Guinardó),8032,Horta-Guinardó,el Carmel,tràfic,40,38,7064,11151,1640
485,Escola Coves d'en Cimany (Horta-Guinardó),8032,Horta-Guinardó,el Carmel,tràfic,37,36,7076,10426,1332
486,Escola Coves d'en Cimany (Horta-Guinardó),8032,Horta-Guinardó,el Carmel,tràfic,40,38,7079,11580,1387
487,Escola Coves d'en Cimany (Horta-Guinardó),8032,Horta-Guinardó,el Carmel,fons,48,46,7079,11580,1387
488,Escola Coves d'en Cimany (Horta-Guinardó),8032,Horta-Guinardó,el Carmel,tràfic,118,114,7071,12433,1371
489,Escola Coves d'en Cimany (Horta-Guinardó),8032,Horta-Guinardó,el Carmel,tràfic,119,114,7070,10632,1451
490,80Tubes,8002,Eixample,la Dreta de l'Eixample,fons,51,49,2077,21540,1539
491,80Tubes,8007,Eixample,la Dreta de l'Eixample,tràfic,88,85,2077,21540,1539
492,80Tubes,8010,Eixample,la Dreta de l'Eixample,tràfic,92,89,2077,21540,1539
493,80Tubes,8009,Eixample,la Dreta de l'Eixample,tràfic,104,100,2078,25042,1400
494,80Tubes,8007,Eixample,la Dreta de l'Eixample,tràfic,91,88,2077,21540,1539
495,80Tubes,8007,Eixample,la Dreta de l'Eixample,tràfic,62,60,2079,23417,1308
496,80Tubes,8007,Eixample,la Dreta de l'Eixample,tràfic,59,57,2079,23417,1308
497,80Tubes,8009,Eixample,la Dreta de l'Eixample,tràfic,94,90,2078,25042,1400
498,80Tubes,8007,Eixample,la Dreta de l'Eixample,tràfic,64,62,2078,25042,1400
499,80Tubes,8007,Eixample,la Dreta de l'Eixample,tràfic,61,59,2079,23417,1308
500,80Tubes,8007,Eixample,la Dreta de l'Eixample,tràfic,66,63,2079,23417,1308
501,80Tubes,8007,Eixample,l'Antiga Esquerra de l'Eixample,fons,50,48,2090,17862,1756
502,80Tubes,8008,Eixample,la Dreta de l'Eixample,tràfic,58,56,2081,23881,2118
503,80Tubes,8007,Eixample,la Dreta de l'Eixample,tràfic,51,49,2081,23881,2118
504,80Tubes,8008,Eixample,la Dreta de l'Eixample,tràfic,50,48,2083,27554,1858
505,80Tubes,8008,Eixample,la Dreta de l'Eixample,tràfic,59,57,2083,27554,1858
506,80Tubes,8036,Eixample,l'Antiga Esquerra de l'Eixample,tràfic,59,57,2102,21233,1398
507,80Tubes,8036,Eixample,l'Antiga Esquerra de l'Eixample,fons,54,52,2103,16235,1676
508,80Tubes,8008,Eixample,l'Antiga Esquerra de l'Eixample,tràfic,47,45,2084,18939,2058
509,80Tubes,8022,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,tràfic,65,63,5046,30210,1153
510,80Tubes,8017,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,tràfic,54,52,5031,30210,1668
511,80Tubes,8017,Sarrià-Sant Gervasi,les Tres Torres,fons,40,38,5026,30210,1477
512,80Tubes,8017,Sarrià-Sant Gervasi,les Tres Torres,tràfic,98,94,5028,30210,1642
513,80Tubes,8017,Sarrià-Sant Gervasi,les Tres Torres,tràfic,96,92,5025,30210,1347
514,80Tubes,8017,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,tràfic,93,89,5049,30210,1718
515,80Tubes,8022,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,tràfic,128,123,5042,21924,1277
516,80Tubes,8021,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,tràfic,112,108,5053,30210,1509
517,80Tubes,8021,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,tràfic,97,93,5063,26341,1587
518,80Tubes,8021,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,tràfic,61,59,5060,30210,1159
519,80Tubes,8021,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,fons,49,47,5054,30210,1032
520,80Tubes,8017,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,tràfic,58,56,5055,30210,1475
521,80Tubes,8017,Sarrià-Sant Gervasi,les Tres Torres,tràfic,93,89,5020,25730,1130
522,80Tubes,8017,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,fons,42,40,5055,30210,1475
523,80Tubes,8021,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,fons,33,32,5058,30210,1580
524,80Tubes,8021,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,fons,50,48,5062,25357,1568
525,80Tubes,8029,Sarrià-Sant Gervasi,les Corts,fons,60,58,5059,28863,1667
526,80Tubes,8021,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,tràfic,60,58,5057,30045,1689
527,Escola Àngels Garriga (Horta-Guinardó),8032,Horta-Guinardó,la Font d'en Fargues,fons,34,33,7058,15749,1375
528,Escola Àngels Garriga (Horta-Guinardó),8032,Horta-Guinardó,la Font d'en Fargues,fons,41,39,7057,16246,1451
529,Escola Àngels Garriga (Horta-Guinardó),8032,Horta-Guinardó,la Font d'en Fargues,fons,40,38,7055,20600,1192
530,Escola Àngels Garriga (Horta-Guinardó),8032,Horta-Guinardó,la Font d'en Fargues,fons,33,32,7055,20600,1192
531,Escola Àngels Garriga (Horta-Guinardó),8032,Horta-Guinardó,la Font d'en Fargues,fons,33,32,7056,15993,1185
532,Escola Àngels Garriga (Horta-Guinardó),8032,Horta-Guinardó,la Font d'en Fargues,fons,30,29,7053,16012,1455
533,Escola Àngels Garriga (Horta-Guinardó),8032,Horta-Guinardó,la Font d'en Fargues,fons,31,30,7054,19725,1555
534,Escola Àngels Garriga (Horta-Guinardó),8032,Horta-Guinardó,la Font d'en Fargues,tràfic,42,40,7053,16012,1455
535,Escola Àngels Garriga (Horta-Guinardó),8032,Horta-Guinardó,la Font d'en Fargues,tràfic,44,42,7053,16012,1455
536,Escola Àngels Garriga (Horta-Guinardó),8032,Horta-Guinardó,la Font d'en Fargues,tràfic,34,33,7053,16012,1455
537,Escola Àngels Garriga (Horta-Guinardó),8032,Horta-Guinardó,la Font d'en Fargues,pati,37,36,7053,16012,1455
538,Escola Àngels Garriga (Horta-Guinardó),8032,Horta-Guinardó,la Font d'en Fargues,aula,15,14,7053,16012,1455
539,Escola Àngels Garriga (Horta-Guinardó),8032,Horta-Guinardó,la Font d'en Fargues,fons,42,40,7052,18463,1233
540,Escola Àngels Garriga (Horta-Guinardó),8031,Horta-Guinardó,Vilapicina i la Torre Llobeta,tràfic,58,56,7048,15537,1258
541,Escola Àngels Garriga (Horta-Guinardó),8032,Horta-Guinardó,la Font d'en Fargues,tràfic,55,53,7052,18463,1233
542,Escola Àngels Garriga (Horta-Guinardó),8031,Nou Barris,Vilapicina i la Torre Llobeta,tràfic,58,56,8006,14087,1505
543,Escola Àngels Garriga (Horta-Guinardó),8032,Horta-Guinardó,la Font d'en Fargues,tràfic,49,47,7053,16012,1455
544,Escola Àngels Garriga (Horta-Guinardó),8032,Horta-Guinardó,la Font d'en Fargues,tràfic,60,58,7057,16246,1451
545,Escola Àngels Garriga (Horta-Guinardó),8032,Horta-Guinardó,la Font d'en Fargues,tràfic,41,39,7054,19725,1555
546,Escola Àngels Garriga (Horta-Guinardó),8032,Horta-Guinardó,la Font d'en Fargues,fons,33,32,7056,15993,1185
547,Escola Àngels Garriga (Horta-Guinardó),8032,Horta-Guinardó,la Font d'en Fargues,fons,32,31,7054,19725,1555
548,Escola Àngels Garriga (Horta-Guinardó),8032,Horta-Guinardó,la Font d'en Fargues,fons,44,42,7055,20600,1192
549,Escola Àngels Garriga (Horta-Guinardó),8032,Horta-Guinardó,la Font d'en Fargues,fons,41,39,7054,19725,1555
550,Escola Àngels Garriga (Horta-Guinardó),8032,Horta-Guinardó,la Font d'en Fargues,fons,36,35,7054,19725,1555
551,Escola Àngels Garriga (Horta-Guinardó),8032,Horta-Guinardó,la Font d'en Fargues,fons,37,36,7054,19725,1555
552,Escola Àngels Garriga (Horta-Guinardó),8032,Horta-Guinardó,la Font d'en Fargues,fons,34,33,7054,19725,1555
553,Escola Àngels Garriga (Horta-Guinardó),8032,Horta-Guinardó,la Font d'en Fargues,fons,38,37,7053,16012,1455
554,Escola Àngels Garriga (Horta-Guinardó),8032,Horta-Guinardó,la Font d'en Fargues,fons,38,37,7052,18463,1233
555,Escola Àngels Garriga (Horta-Guinardó),8032,Horta-Guinardó,la Font d'en Fargues,fons,37,36,7052,18463,1233
556,Escola Àngels Garriga (Horta-Guinardó),8032,Horta-Guinardó,la Font d'en Fargues,fons,43,41,7051,14690,1739
557,Escola Àngels Garriga (Horta-Guinardó),8032,Horta-Guinardó,la Font d'en Fargues,fons,46,44,7049,16293,1205
558,Escola Baixeras (Ciutat Vella),8002,Ciutat Vella,el Barri Gòtic,fons,43,41,1031,11019,1544
559,Escola Baixeras (Ciutat Vella),8002,Ciutat Vella,el Barri Gòtic,fons,42,40,1026,11523,3677
560,Escola Baixeras (Ciutat Vella),8002,Ciutat Vella,el Barri Gòtic,fons,49,47,1026,11523,3677
561,Escola Baixeras (Ciutat Vella),8002,Ciutat Vella,el Barri Gòtic,fons,55,53,1031,11019,1544
562,Escola Baixeras (Ciutat Vella),8002,Ciutat Vella,el Barri Gòtic,fons,49,47,1030,10307,2482
563,Escola Baixeras (Ciutat Vella),8002,Ciutat Vella,el Barri Gòtic,fons,42,40,1031,11019,1544
564,Escola Baixeras (Ciutat Vella),8002,Ciutat Vella,el Barri Gòtic,fons,45,43,1030,10307,2482
565,Escola Baixeras (Ciutat Vella),8002,Ciutat Vella,el Barri Gòtic,tràfic,41,39,1027,12440,1629
566,Escola Baixeras (Ciutat Vella),8002,Ciutat Vella,el Barri Gòtic,fons,42,40,1027,12440,1629
567,Escola Baixeras (Ciutat Vella),8003,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",fons,56,54,1043,15445,1617
568,Escola Baixeras (Ciutat Vella),8003,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",fons,47,45,1046,11485,1747
569,Escola Baixeras (Ciutat Vella),8003,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",tràfic,46,44,1045,12453,1950
570,Escola Baixeras (Ciutat Vella),8003,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",fons,58,56,1045,12453,1950
571,Escola Baixeras (Ciutat Vella),8003,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",fons,61,59,1043,15445,1617
572,Escola Baixeras (Ciutat Vella),8039,Ciutat Vella,la Barceloneta,tràfic,85,82,1032,13273,1794
573,Escola Baixeras (Ciutat Vella),8003,Ciutat Vella,la Barceloneta,fons,49,47,1039,12013,1279
574,Escola Baixeras (Ciutat Vella),8003,Ciutat Vella,la Barceloneta,fons,48,46,1035,10622,1292
575,Escola Baixeras (Ciutat Vella),8039,Ciutat Vella,la Barceloneta,tràfic,58,56,1032,13273,1794
576,Escola Baixeras (Ciutat Vella),8003,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",tràfic,51,49,1043,15445,1617
577,Escola Baixeras (Ciutat Vella),8001,Ciutat Vella,el Raval,tràfic,51,49,1007,8948,1982
578,Escola Baixeras (Ciutat Vella),8001,Ciutat Vella,el Raval,fons,39,38,1019,8434,2845
579,Escola Baixeras (Ciutat Vella),8001,Ciutat Vella,el Raval,tràfic,47,45,1020,14076,2069
580,Escola Baixeras (Ciutat Vella),8001,Ciutat Vella,el Raval,tràfic,97,93,1021,13108,2019
581,Escola Baixeras (Ciutat Vella),8002,Ciutat Vella,el Raval,tràfic,58,56,1020,14076,2069
582,Escola Baixeras (Ciutat Vella),8001,Ciutat Vella,el Raval,tràfic,60,58,1021,13108,2019
583,Escola Baixeras (Ciutat Vella),8003,Ciutat Vella,el Barri Gòtic,aula,87,84,1026,11523,3677
584,Escola Baixeras (Ciutat Vella),8002,Ciutat Vella,el Barri Gòtic,aula,54,52,1026,11523,3677
585,Escola Baixeras (Ciutat Vella),8002,Ciutat Vella,el Barri Gòtic,pati,49,47,1026,11523,3677
586,Escola Baixeras (Ciutat Vella),8002,Ciutat Vella,el Barri Gòtic,fons,49,47,1026,11523,3677
587,Escola Baixeras (Ciutat Vella),8002,Ciutat Vella,el Barri Gòtic,pati,50,48,1026,11523,3677
588,Escola Baixeras (Ciutat Vella),8002,Ciutat Vella,el Barri Gòtic,aula,30,29,1027,12440,1629
589,Escola Baixeras (Ciutat Vella),8002,Ciutat Vella,el Barri Gòtic,pati,41,39,1027,12440,1629
590,Escola Cervantes (Ciutat Vella),8003,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",pati,42,40,1050,12150,1554
591,Escola Cervantes (Ciutat Vella),8003,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",pati,40,38,1050,12150,1554
592,Escola Cervantes (Ciutat Vella),8003,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",fons,43,41,1050,12150,1554
593,Escola Cervantes (Ciutat Vella),8003,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",pati,41,39,1050,12150,1554
594,Escola Cervantes (Ciutat Vella),8003,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",fons,44,42,1051,10159,1767
595,Escola Cervantes (Ciutat Vella),8003,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",fons,39,38,1053,11529,1862
596,Escola Cervantes (Ciutat Vella),8003,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",fons,47,45,1044,14540,1456
597,Escola Cervantes (Ciutat Vella),8018,Ciutat Vella,el Fort Pienc,tràfic,64,62,1055,15089,1333
598,Escola Cervantes (Ciutat Vella),8003,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",fons,56,54,1045,12453,1950
599,Escola Cervantes (Ciutat Vella),8003,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",fons,47,45,1047,11475,1727
600,Escola Cervantes (Ciutat Vella),8003,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",tràfic,60,58,1047,11475,1727
601,Escola Cervantes (Ciutat Vella),8003,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",fons,46,44,1047,11475,1727
602,Escola Cervantes (Ciutat Vella),8003,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",fons,45,43,1048,9599,2051
603,Escola Cervantes (Ciutat Vella),8003,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",fons,47,45,1048,9599,2051
604,Escola Cervantes (Ciutat Vella),8003,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",fons,51,49,1044,14540,1456
605,Escola Cervantes (Ciutat Vella),8003,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",fons,56,54,1052,16250,2694
606,Escola Cervantes (Ciutat Vella),8003,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",tràfic,99,95,1052,16250,2694
607,Escola Cervantes (Ciutat Vella),8010,Ciutat Vella,la Dreta de l'Eixample,tràfic,101,97,1052,16250,2694
608,Escola Cervantes (Ciutat Vella),8002,Ciutat Vella,el Barri Gòtic,fons,56,54,1023,13676,1982
609,Escola Cervantes (Ciutat Vella),8010,Eixample,la Dreta de l'Eixample,tràfic,92,89,2075,20297,1238
610,Escola Cervantes (Ciutat Vella),8010,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",tràfic,66,63,1052,16250,2694
611,Escola Cervantes (Ciutat Vella),8010,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",tràfic,98,94,1052,16250,2694
612,Escola Cervantes (Ciutat Vella),8018,Eixample,el Fort Pienc,tràfic,47,45,2001,15417,1315
613,Escola Cervantes (Ciutat Vella),8018,Eixample,el Fort Pienc,tràfic,41,39,2001,15417,1315
614,Escola Cervantes (Ciutat Vella),8013,Eixample,el Fort Pienc,tràfic,43,41,2001,15417,1315
615,Escola Cervantes (Ciutat Vella),8018,Eixample,el Fort Pienc,tràfic,52,50,2001,15417,1315
616,Escola Cervantes (Ciutat Vella),8003,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",fons,43,41,1047,11475,1727
617,Escola Cervantes (Ciutat Vella),8003,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",tràfic,48,46,1047,11475,1727
618,Escola Cervantes (Ciutat Vella),8003,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",tràfic,44,42,1047,11475,1727
619,Escola Cervantes (Ciutat Vella),8003,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",fons,40,38,1048,9599,2051
620,Escola Cervantes (Ciutat Vella),8003,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",fons,36,35,1053,11529,1862
621,Escola Cervantes (Ciutat Vella),8003,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",fons,36,35,1048,9599,2051
622,Escola Cervantes (Ciutat Vella),8003,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",fons,40,38,1053,11529,1862
623,Escola Cervantes (Ciutat Vella),8003,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",fons,33,32,1054,12840,1283
624,Escola Cervantes (Ciutat Vella),8002,Ciutat Vella,el Barri Gòtic,fons,41,39,1022,15707,1276
625,Escola Cervantes (Ciutat Vella),8002,Ciutat Vella,el Barri Gòtic,fons,102,98,1023,13676,1982
626,Escola Cervantes (Ciutat Vella),8003,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",tràfic,108,104,1047,11475,1727
627,Escola Les Corts (Les Corts),8028,Les Corts,les Corts,fons,37,36,4029,24289,1139
628,Escola Les Corts (Les Corts),8028,Les Corts,les Corts,pati,31,30,4029,24289,1139
629,Escola Les Corts (Les Corts),8028,Les Corts,les Corts,pati,35,34,4029,24289,1139
630,Escola Les Corts (Les Corts),8028,Les Corts,les Corts,fons,43,41,4029,24289,1139
631,Escola Les Corts (Les Corts),8028,Les Corts,les Corts,pati,39,38,4029,24289,1139
632,Escola Les Corts (Les Corts),8028,Les Corts,les Corts,pati,35,34,4029,24289,1139
633,Escola Les Corts (Les Corts),8028,Les Corts,les Corts,aula,24,23,4029,24289,1139
634,Escola Les Corts (Les Corts),8028,Les Corts,la Maternitat i Sant Ramon,tràfic,54,52,4049,25776,1185
635,Escola Les Corts (Les Corts),8028,Les Corts,la Maternitat i Sant Ramon,tràfic,48,46,4043,20679,1647
636,Escola Les Corts (Les Corts),8028,Les Corts,la Maternitat i Sant Ramon,tràfic,40,38,4043,20679,1647
637,Escola Les Corts (Les Corts),8028,Les Corts,la Maternitat i Sant Ramon,fons,36,35,4049,25776,1185
638,Escola Les Corts (Les Corts),8028,Les Corts,la Maternitat i Sant Ramon,tràfic,32,31,4049,25776,1185
639,Escola Les Corts (Les Corts),8029,Les Corts,les Corts,tràfic,46,44,4021,24319,1322
640,Escola Les Corts (Les Corts),8029,Les Corts,les Corts,tràfic,55,53,4022,20594,1605
641,Escola Les Corts (Les Corts),8029,Les Corts,les Corts,tràfic,55,53,4022,20594,1605
642,Escola Les Corts (Les Corts),8029,Les Corts,les Corts,tràfic,45,43,4022,20594,1605
643,Escola Les Corts (Les Corts),8029,Les Corts,les Corts,fons,45,43,4022,20594,1605
644,Escola Les Corts (Les Corts),8029,Les Corts,les Corts,tràfic,51,49,4027,18424,1248
645,Escola Les Corts (Les Corts),8014,Les Corts,les Corts,tràfic,46,44,4026,20121,1243
646,Escola Les Corts (Les Corts),8028,Les Corts,la Maternitat i Sant Ramon,fons,43,41,4049,25776,1185
647,Escola Les Corts (Les Corts),8028,Les Corts,les Corts,tràfic,53,51,4030,21248,1781
648,Escola Les Corts (Les Corts),8028,Les Corts,les Corts,tràfic,63,61,4034,22429,1497
649,Escola Les Corts (Les Corts),8028,Les Corts,la Maternitat i Sant Ramon,tràfic,94,90,4048,20624,1523
650,Escola Les Corts (Les Corts),8028,Les Corts,les Corts,fons,50,48,4029,24289,1139
651,Escola Les Corts (Les Corts),8028,Les Corts,la Maternitat i Sant Ramon,tràfic,65,63,4049,25776,1185
652,Escola Les Corts (Les Corts),8028,Les Corts,la Maternitat i Sant Ramon,tràfic,58,56,4049,25776,1185
653,Escola Les Corts (Les Corts),8028,Les Corts,la Maternitat i Sant Ramon,fons,33,32,4049,25776,1185
654,Escola Les Corts (Les Corts),8028,Les Corts,la Maternitat i Sant Ramon,fons,33,32,4049,25776,1185
655,Escola Les Corts (Les Corts),8028,Les Corts,la Maternitat i Sant Ramon,fons,44,42,4049,25776,1185
656,Escola Les Corts (Les Corts),8028,Les Corts,les Corts,fons,38,37,4029,24289,1139
657,Escola Les Corts (Les Corts),8028,Les Corts,les Corts,tràfic,44,42,4028,18611,1310
658,Escola Les Corts (Les Corts),8014,Les Corts,les Corts,tràfic,50,48,4028,18611,1310
659,Escola Les Corts (Les Corts),8014,Les Corts,les Corts,fons,36,35,4027,18424,1248
660,Escola Les Corts (Les Corts),8014,Les Corts,les Corts,fons,41,39,4025,18982,1166
661,Escola Les Corts (Les Corts),8028,Les Corts,la Maternitat i Sant Ramon,tràfic,63,61,4049,25776,1185
662,Escola Les Corts (Les Corts),8028,Les Corts,la Maternitat i Sant Ramon,tràfic,40,38,4049,25776,1185
663,Escola Les Corts (Les Corts),8028,Les Corts,la Maternitat i Sant Ramon,tràfic,55,53,4049,25776,1185
664,Escola Les Corts (Les Corts),8028,Les Corts,la Maternitat i Sant Ramon,tràfic,66,63,4049,25776,1185
665,Escola Les Corts (Les Corts),8028,Les Corts,la Maternitat i Sant Ramon,tràfic,49,47,4049,25776,1185
666,Escola Lavínia (Les Corts),8028,Les Corts,la Maternitat i Sant Ramon,fons,39,38,4039,17074,1209
667,Escola Lavínia (Les Corts),8028,Les Corts,la Maternitat i Sant Ramon,tràfic,56,54,4041,14769,1332
668,Escola Lavínia (Les Corts),8028,Les Corts,la Maternitat i Sant Ramon,fons,41,39,4041,14769,1332
669,Escola Lavínia (Les Corts),8028,Sants-Montjuïc,Sants - Badal,tràfic,62,60,3080,13398,1547
670,Escola Lavínia (Les Corts),8028,Sants-Montjuïc,Sants - Badal,tràfic,55,53,3081,14729,1818
671,Escola Lavínia (Les Corts),8028,Sants-Montjuïc,Sants - Badal,tràfic,60,58,3082,16073,1893
672,Escola Lavínia (Les Corts),8028,Les Corts,les Corts,fons,49,47,4034,22429,1497
673,Escola Lavínia (Les Corts),8028,Les Corts,la Maternitat i Sant Ramon,tràfic,60,58,4036,15724,1729
674,Escola Lavínia (Les Corts),8028,Les Corts,la Maternitat i Sant Ramon,tràfic,42,40,4037,17247,2155
675,Escola Lavínia (Les Corts),8028,Sants-Montjuïc,Sants - Badal,tràfic,43,41,3085,14908,1263
676,Escola Lavínia (Les Corts),8028,Sants-Montjuïc,Sants,tràfic,39,38,3092,15147,1200
677,Escola Lavínia (Les Corts),8028,Sants-Montjuïc,Sants,tràfic,46,44,3087,17011,1483
678,Escola Lavínia (Les Corts),8028,Les Corts,les Corts,tràfic,65,63,4035,20417,1397
679,Escola Lavínia (Les Corts),8014,Sants-Montjuïc,Sants,fons,51,49,3110,15548,1490
680,Escola Lavínia (Les Corts),8028,Sants-Montjuïc,Sants,fons,54,52,3089,16489,1243
681,Escola Lavínia (Les Corts),8028,Les Corts,les Corts,fons,45,43,4034,22429,1497
682,Escola Lavínia (Les Corts),8028,Les Corts,les Corts,tràfic,45,43,4032,18059,1537
683,Escola Lavínia (Les Corts),8014,Les Corts,les Corts,tràfic,65,63,4006,18270,1134
684,Escola Lavínia (Les Corts),8014,Sants-Montjuïc,Sants,fons,56,54,3110,15548,1490
685,Escola Lavínia (Les Corts),8014,Les Corts,les Corts,fons,40,38,4010,20010,846
686,Escola Lavínia (Les Corts),8029,Les Corts,les Corts,fons,43,41,4012,19019,1393
687,Escola Lavínia (Les Corts),8029,Les Corts,les Corts,tràfic,51,49,4012,19019,1393
688,Escola Lavínia (Les Corts),8014,Les Corts,les Corts,tràfic,56,54,4026,20121,1243
689,Escola Lavínia (Les Corts),8014,Les Corts,les Corts,tràfic,46,44,4010,20010,846
690,Escola Lavínia (Les Corts),8029,Les Corts,les Corts,fons,42,40,4017,20028,1155
691,Escola Lavínia (Les Corts),8029,Les Corts,les Corts,tràfic,41,39,4018,20859,1551
692,Escola Lavínia (Les Corts),8029,Les Corts,les Corts,fons,53,51,4020,21478,1470
693,Escola Lavínia (Les Corts),8029,Les Corts,les Corts,tràfic,46,44,4014,20157,865
694,Escola Lavínia (Les Corts),8029,Les Corts,les Corts,tràfic,56,54,4012,19019,1393
695,Escola Lavínia (Les Corts),8028,Les Corts,les Corts,aula,27,26,4035,20417,1397
696,Escola Lavínia (Les Corts),8028,Les Corts,les Corts,tràfic,49,47,4035,20417,1397
697,80Tubes,8006,Gràcia,la Vila de Gràcia,tràfic,55,53,6044,21429,1507
698,80Tubes,8037,Eixample,la Dreta de l'Eixample,tràfic,58,56,2060,18931,1671
699,80Tubes,8037,Gràcia,la Vila de Gràcia,tràfic,62,60,6057,14726,1497
700,80Tubes,8008,Gràcia,la Vila de Gràcia,fons,64,62,6044,21429,1507
701,80Tubes,8012,Gràcia,la Vila de Gràcia,tràfic,109,105,6043,16333,1294
702,80Tubes,8012,Gràcia,la Vila de Gràcia,fons,41,39,6047,14235,1488
703,80Tubes,8012,Gràcia,la Vila de Gràcia,tràfic,48,46,6046,15049,1155
704,80Tubes,8012,Gràcia,la Vila de Gràcia,fons,44,42,6050,13834,1241
